Merchant_id,Negative,Normal,Positive
19403,0,197,0
19404,0,494,0
19405,0,604,0
19406,2,345,5
19407,0,730,0
19408,2,221,0
19409,696,1674,98
19410,0,823,0
19411,0,122,0
19412,0,462,0
19413,27,1451,52
19414,0,269,0
19415,0,280,0
19500,0,487,0
19501,0,570,0
19502,0,366,0
19503,0,414,0
19504,0,1226,0
19505,131,44759,52
19506,5,366,1
19507,65,1877,25
19508,0,398,0
19509,0,1164,0
19510,0,223,0
19511,0,390,0
19512,0,359,0
19513,7,396,2
19514,19,571,5
19515,40,866,9
19600,21,443,6
19601,14,381,3
19602,21,310,8
19603,0,348,0
19604,242,217,2
19605,0,675,0
19606,5,7905,180
19607,15,482,7
19608,0,221,0
19609,0,1020,0
19610,5,949,5
19611,569,1159,1
19612,257,958,9
19613,0,333,0
19614,2,1990,6
19615,2,654,4
19700,0,467,0
19701,0,1209,0
19702,0,229,0
19703,350,14844,99
19704,0,230,0
19705,178,1000,9
19706,0,755,0
19707,0,248,0
19708,0,212,0
19709,0,201,0
19710,5956,36456,407
19711,6,1165,3
19712,0,6585,0
19713,0,1143,0
19714,0,259,0
19715,71,1344,14
19800,0,324,0
19801,151,1330,35
19802,0,228,0
19803,6,150,0
19804,2,298,0
19805,0,438,0
19806,13,3826,71
19807,0,257,0
19808,0,163,1
19809,1308,15879,119
19810,0,178,0
19811,0,277,0
19812,0,179,0
19813,0,539,0
19814,0,390,1
19815,0,372,0
19900,0,260,0
19901,0,567,0
19902,0,305,0
19903,0,1894,0
19904,2,510,5
19905,0,178,0
19906,0,807,0
19907,0,218,0
19908,0,230,0
19909,0,914,0
19910,0,389,0
19911,0,365,0
19912,2,163,1
19913,0,1237,251
19914,202,2423,53
19915,0,1321,0
20000,0,1240,1
20001,192,352,28
20002,25,3484,19
20003,0,4366,0
20004,0,354,0
20005,17194,978,28
20006,0,318,0
20007,94,445,2
20008,16,352,4
20009,0,599,0
20010,755,3357,186
20011,0,1675,0
20012,6,225,1
20013,0,199,0
20014,0,2562,0
20015,0,213,0
20100,12,1064,5
20101,2,3213,1
20102,7,219,2
20103,0,392,0
20104,80,3538,9
20105,0,260,0
20106,0,227,0
20107,0,268,0
20108,0,305,0
20109,0,203,0
20110,0,243,0
20111,0,207,0
20112,0,404,0
20113,0,571,0
20114,0,465,0
20115,597,4818,71
20200,0,206,0
20201,6,760,0
20202,0,225,0
20203,0,297,0
20204,0,287,0
20205,72,1352,46
20206,0,4153,0
20207,11,898,3
20208,276,818,56
20209,0,557,0
20210,0,167,0
20211,0,355,0
20212,0,179,0
20213,0,875,0
20214,0,219,0
20215,0,777,0
20300,0,310,0
20301,0,342,0
20302,0,1403,0
20303,0,160,0
20304,14,915,5
20305,0,969,0
20306,0,231,0
20307,0,276,0
20308,0,483,0
20309,259,491,2
20310,0,108,0
20311,0,436,0
20312,932,8407,106
20313,0,1864,0
20314,0,3289,0
20315,0,321,0
20400,0,250,0
20401,22,852,2
20402,0,274,0
20403,0,246,0
20404,0,608,0
20405,1,255,0
20406,2,1888,0
20407,0,191,0
20408,0,728,0
20409,0,511,1
20410,27,571,3
20411,2,407,0
20412,0,162,0
20413,0,450,0
20414,34,2904,2
20415,0,541,0
20500,29,294,6
20501,0,333,0
20502,17,477,4
20503,1,269,0
20504,0,567,0
20505,0,329,0
20506,0,990,0
20507,0,245,0
20508,0,206,0
20509,0,293,1
20510,0,1755,0
20511,0,88,0
20512,0,1467,0
20513,0,346,0
20514,0,354,0
20515,0,341,0
20600,0,657,0
20601,0,466,0
20602,0,185,0
20603,0,184,0
20604,0,625,0
20605,0,415,0
20606,51,1379,19
20607,0,505,0
20608,25,383,14
20609,0,283,0
20610,0,777,0
20611,0,1751,0
20612,0,1832,0
20613,0,561,0
20614,0,200,0
20615,0,1949,0
20700,0,1122,0
20701,91,823,1
20702,0,323,0
20703,0,624,2
20704,0,995,0
20705,0,781,0
20706,0,261,0
20707,0,299,0
20708,0,458,0
20709,8,391,2
20710,64,366,10
20711,0,318,0
20712,0,436,0
20713,282,2569,193
20714,0,2062,0
20715,0,441,0
20800,0,422,0
20801,0,715,0
20802,100,525,5
20803,0,177,0
20804,108,1006,16
20805,363,320,8
20806,231,1012,19
20807,100,1195,24
20808,0,2550,0
20809,4,446,12
20810,0,315,0
20811,0,604,0
20812,18,187,8
20813,11,233,3
20814,13,455,2
20815,0,4277,0
20900,0,3081,0
20901,0,1482,0
20902,75,2024,111
20903,0,254,0
20904,41,426,9
20905,0,1694,0
20906,0,2399,0
20907,0,208,0
20908,0,337,0
20909,1,718,0
20910,0,272,1
20911,0,345,0
20912,0,291,0
20913,0,194,0
20914,0,256,0
20915,0,738,3
21000,0,497,0
21001,3,2515,1
21002,12,801,0
21003,0,380,0
21004,0,226,0
21005,0,611,0
21006,0,488,0
21007,0,292,0
21008,138,1126,237
21009,0,290,0
21010,12,355,9
21011,14,589,5
21012,136,1729,13
21013,0,400,0
21014,19,437,5
21015,0,303,0
21100,0,343,0
21101,0,290,0
21102,0,757,0
21103,0,201,0
21104,0,128,0
21105,60,761,10
21106,33,1308,23
21107,10,907,3
21108,0,1580,0
21109,0,168,0
21110,0,170,0
21111,124,182,0
21112,0,275,0
21113,0,185,0
21114,45,360,6
21115,0,399,0
21200,0,116,0
21201,0,1191,0
21202,66,2610,11
21203,0,1289,0
21204,156,900,17
21205,0,795,0
21206,0,1600,0
21207,0,958,0
21208,3,418,1
21209,0,128,1
21210,0,636,0
21211,0,298,2
21212,0,309,0
21213,0,855,0
21214,9,471,4
21215,0,161,0
21300,0,345,0
21301,64,2750,20
21302,134,1826,44
21303,0,100,0
21304,2,1076,2
21305,0,704,0
21306,0,652,0
21307,9,220,1
21308,133,2275,17
21309,0,431,0
21310,88,631,48
21311,30,397,11
21312,0,416,0
21313,0,1640,0
21314,344,4053,87
21315,151,1896,111
21400,0,445,0
21401,0,132,0
21402,0,669,0
21403,0,423,0
21404,0,1022,0
21405,154,438,37
21406,15,615,3
21407,0,291,0
21408,0,225,0
21409,0,241,0
21410,0,311,0
21411,0,336,0
21412,0,3319,0
21413,0,488,0
21414,0,198,0
21415,0,346,0
21500,0,569,0
21501,1,432,1
21502,0,187,0
21503,0,316,0
21504,99,776,37
21505,0,258,0
21506,0,226,0
21507,70,2955,18
21508,0,1357,3
21509,13,251,0
21510,0,833,0
21511,0,136,0
21512,139,271,24
21513,13,1149,2
21514,0,1216,0
21515,0,171,0
21600,0,1319,0
21601,0,348,0
21602,0,700,0
21603,0,317,0
21604,0,598,0
21605,21,820,4
21606,246,7787,46
21607,0,777,0
21608,22,1229,12
21609,0,1541,0
21610,2,447,0
21611,0,615,0
21612,47,507,53
21613,54,557,3
21614,0,958,0
21615,97,1368,6
21700,0,1148,0
21701,0,1719,5
21702,0,1092,0
21703,164,743,22
21704,348,3344,60
21705,0,101,0
21706,0,201,0
21707,72,3637,42
21708,10,218,0
21709,24,2125,7
21710,91,929,8
21711,46,1685,18
21712,0,300,0
21713,7,640,0
21714,0,431,0
21715,0,145,0
21800,0,388,0
21801,0,754,0
21802,0,2183,0
21803,0,626,0
21804,0,161,0
21805,22,399,5
21806,304,525,90
21807,0,703,0
21808,0,960,0
21809,0,410,0
21810,51,730,6
21811,40,1056,17
21812,0,928,0
21813,0,346,0
21814,0,281,0
21815,33,639,21
21900,17,1562,3
21901,0,561,0
21902,0,307,0
21903,2,220,3
21904,2,291,4
21905,0,484,0
21906,0,523,0
21907,762,9519,121
21908,0,643,0
21909,27,385,2
21910,21,536,1
21911,0,1771,0
21912,28,270,0
21913,3,289,2
21914,196,2018,312
21915,0,198,0
22000,0,440,0
22001,0,269,0
22002,112,1810,0
22003,0,579,0
22004,0,105,0
22005,157,6327,165
22006,263,21073,77
22007,6,1130,2
22008,0,313,0
22009,0,538,0
22010,0,671,0
22011,2684,14581,687
22012,0,426,0
22013,0,426,0
22014,0,193,0
22015,0,4912,0
22100,0,167,0
22101,0,466,0
22102,0,150,0
22103,9,964,7
22104,40,577,8
22105,100,245,17
22106,0,153,0
22107,0,259,0
22108,0,247,0
22109,1853,3770,336
22110,58,2319,30
22111,0,487,0
22112,0,302,0
22113,0,1308,0
22114,219,374,1
22115,0,448,0
22200,0,253,0
22201,28,380,10
22202,139,2566,25
22203,0,280,0
22204,0,216,0
22205,1,374,0
22206,396,515,0
22207,0,627,0
22208,0,510,0
22209,428,5887,105
22210,0,627,0
22211,1,285,1
22212,0,498,0
22213,0,506,0
22214,0,241,0
22215,0,830,0
22300,0,420,0
22301,0,417,0
22302,0,200,0
22303,0,279,0
22304,0,200,0
22305,0,291,0
22306,0,1333,1
22307,0,566,0
22308,0,644,0
22309,0,1097,0
22310,0,367,0
22311,0,207,0
22312,23,771,27
22313,0,556,0
22314,79,4923,70
22315,3,270,3
22400,13,311,2
22401,0,1548,0
22402,30,1004,28
22403,4,267,0
22404,0,375,2
22405,0,442,0
22406,0,372,0
22407,0,262,0
22408,0,307,0
22409,0,446,0
22410,0,413,0
22411,0,267,0
22412,0,499,0
22413,0,608,0
22414,0,5425,0
22415,3,257,0
22500,0,344,0
22501,22,282,5
22502,0,147,0
22503,124,2534,1
22504,0,208,0
22505,0,141,0
22506,0,501,0
22507,0,385,6
22508,0,274,0
22509,0,750,0
22510,52,5930,30
22511,0,1001,0
22512,5,220,0
22513,0,267,0
22514,0,411,0
22515,15,267,3
22600,0,224,0
22601,254,5472,65
22602,0,1891,0
22603,1,679,3
22604,0,152,0
22605,87,296,3
22606,0,343,0
22607,0,270,0
22608,45,323,5
22609,0,1396,1
22610,510,8748,207
22611,0,174,0
22612,0,171,0
22613,111,737,9
22614,0,828,0
22615,0,443,0
22700,0,980,0
22701,5,572,0
22702,0,280,0
22703,0,233,0
22704,8,3700,23
22705,0,162,0
22706,0,473,0
22707,50,3997,97
22708,3,266,3
22709,0,575,0
22710,0,376,0
22711,0,275,0
22712,210,833,30
22713,0,945,1
22714,0,212,0
22715,0,183,0
22800,21,10873,4
22801,5,318,1
22802,0,1509,0
22803,0,1166,0
22804,2,220,0
22805,0,691,0
22806,0,159,0
22807,0,1051,0
22808,0,477,0
22809,0,654,0
22810,0,370,0
22811,6,2734,80
22812,8,192,3
22813,0,505,0
22814,0,505,0
22815,0,631,0
22900,16,263,0
22901,0,917,0
22902,1,212,1
22903,3,600,0
22904,0,193,0
22905,1,483,0
22906,0,624,0
22907,0,1398,0
22908,514,10063,388
22909,0,439,0
22910,35,1330,9
22911,0,405,0
22912,0,1348,0
22913,128,1879,29
22914,7,536,1
22915,0,238,0
23000,197,472,39
23001,0,614,0
23002,0,323,0
23003,0,212,0
23004,0,188,0
23005,1,239,1
23006,168,3938,140
23007,320,775,75
23008,0,461,0
23009,5,2970,3
23010,0,409,0
23011,0,309,0
23012,607,1089,343
23013,52,621,12
23014,0,586,0
23015,61,1249,19
23100,2,402,3
23101,39,324,3
23102,0,368,0
23103,15,891,2
23104,0,340,0
23105,0,211,0
23106,0,409,2
23107,20,5056,29
23108,0,134,0
23109,2,357,1
23110,53,511,3
23111,0,925,0
23112,0,126,0
23113,38,575,4
23114,0,1340,0
23115,10,787,3
23200,42,316,46
23201,14,456,4
23202,0,417,0
23203,5,510,1
23204,0,334,0
23205,0,340,0
23206,657,22489,75
23207,0,396,0
23208,105,451,7
23209,1,396,1
23210,0,391,0
23211,0,248,0
23212,12,1329,21
23213,596,7942,146
23214,0,414,0
23215,0,153,0
23300,199,351,17
23301,0,156,0
23302,0,531,0
23303,0,788,0
23304,163,6616,90
23305,8234,18733,159
23306,0,488,0
23307,0,555,1
23308,0,697,9
23309,0,518,0
23310,0,158,0
23311,0,947,0
23312,2,243,0
23313,11,677,6
23314,0,191,0
23315,263,631,43
23400,167,504,48
23401,0,756,0
23402,0,627,0
23403,0,264,0
23404,16,916,4
23405,18,1577,5
23406,0,227,0
23407,0,357,0
23408,58,949,7
23409,0,221,0
23410,0,269,0
23411,4,1011,5
23412,0,603,0
23413,76,344,3
23414,0,228,0
23415,2,203,4
23500,0,560,0
23501,0,416,0
23502,0,183,0
23503,0,351,0
23504,0,708,0
23505,17,251,6
23506,0,547,0
23507,0,304,0
23508,0,250,0
23509,0,371,0
23510,14,471,2
23511,0,392,0
23512,144,1030,33
23513,245,5968,372
23514,359,10095,39
23515,1527,7326,461
23600,0,852,0
23601,0,484,0
23602,0,232,0
23603,21,1142,9
23604,55,4656,381
23605,0,343,0
23606,0,272,0
23607,0,757,0
23608,0,319,0
23609,0,557,0
23610,131,1128,22
23611,5,250,1
23612,22,3699,27
23613,0,189,0
23614,0,590,0
23615,0,345,0
23700,0,164,0
23701,0,247,0
23702,28,459,2
23703,0,464,0
23704,0,412,0
23705,109,657,19
23706,0,1063,0
23707,5,313,0
23708,23,1045,75
23709,2,429,1
23710,55,3970,14
23711,0,284,0
23712,1,147,0
23713,0,1108,0
23714,0,210,0
23715,0,273,0
23800,73,11173,26
23801,0,240,0
23802,0,471,0
23803,0,361,0
23804,1,410,0
23805,1,537,0
23806,2,907,6
23807,0,1160,0
23808,0,236,0
23809,0,235,0
23810,0,164,0
23811,0,1445,0
23812,161,1457,55
23813,94,1257,26
23814,0,207,0
23815,89,985,30
23900,0,397,0
23901,0,307,0
23902,0,254,0
23903,0,938,0
23904,5,358,1
23905,39,628,8
23906,0,285,0
23907,0,276,0
23908,6,334,5
23909,0,670,0
23910,14,475,0
23911,2699,1360,15
23912,0,771,0
23913,2,317,0
23914,0,768,0
23915,0,330,0
24000,22,1447,3
24001,0,346,0
24002,0,631,0
24003,0,169,0
24004,0,376,0
24005,0,614,0
24006,0,411,0
24007,0,518,0
24008,0,463,0
24009,0,1772,0
24010,4,974,2
24011,8,2677,0
24012,1491,5773,514
24013,0,506,0
24014,703,9460,142
24015,0,379,0
24100,0,303,0
24101,0,320,0
24102,0,206,0
24103,0,182,0
24104,0,324,0
24105,0,397,0
24106,0,1315,0
24107,0,186,0
24108,62,273,11
24109,0,74,0
24110,0,143,0
24111,0,409,0
24112,0,769,0
24113,0,1660,45
24114,0,491,0
24115,4,946,3
24200,0,637,0
24201,0,532,0
24202,0,114,0
24203,17,215,4
24204,1,345,0
24205,0,292,0
24206,87,518,9
24207,222,3230,16
24208,69,509,21
24209,0,297,0
24210,0,786,0
24211,0,320,0
24212,46,7746,18
24213,30,330,26
24214,59,634,6
24215,0,311,0
24300,0,357,0
24301,113,627,7
24302,748,567,4
24303,0,758,0
24304,0,1163,1
24305,0,209,0
24306,0,974,0
24307,4,275,0
24308,42,439,34
24309,267,1786,13
24310,0,2980,0
24311,27,762,13
24312,330,285,46
24313,3183,17806,3265
24314,12,1667,0
24315,0,808,16
24400,0,294,0
24401,3,684,1
24402,43,1443,21
24403,0,393,0
24404,19,1347,16
24405,0,763,0
24406,238,701,6
24407,0,214,0
24408,88,2137,27
24409,0,182,0
24410,0,472,2
24411,0,189,0
24412,2,239,0
24413,0,766,0
24414,64,538,11
24415,271,791,12
24500,0,311,0
24501,0,432,0
24502,0,604,0
24503,66,1153,13
24504,0,3965,0
24505,20,581,4
24506,0,976,0
24507,0,269,1
24508,19,487,2
24509,1,384,1
24510,0,445,0
24511,0,1529,0
24512,0,164,0
24513,0,169,0
24514,6,334,2
24515,0,783,0
24600,0,955,0
24601,0,183,0
24602,0,559,0
24603,0,389,2
24604,0,471,0
24605,0,864,0
24606,0,432,0
24607,0,271,0
24608,0,605,4
24609,10,1881,15
24610,0,495,0
24611,115,596,3
24612,0,1169,49
24613,20,171,2
24614,0,372,0
24615,0,982,0
24700,0,487,0
24701,0,453,0
24702,3,622,3
24703,0,1888,0
24704,0,305,2
24705,0,793,0
24706,0,234,0
24707,0,639,0
24708,0,4045,0
24709,0,896,0
24710,0,527,0
24711,0,955,0
24712,29,1368,48
24713,3,153,0
24714,0,206,0
24715,136,3423,0
24800,0,225,0
24801,2,189,4
24802,562,2395,99
24803,111,385,3
24804,0,392,1
24805,0,1366,0
24806,0,1401,0
24807,0,2830,0
24808,2,167,0
24809,6,327,0
24810,0,229,0
24811,0,946,0
24812,0,483,0
24813,22,689,3
24814,14,501,19
24815,0,284,0
24900,0,475,0
24901,16,275,30
24902,72,279,6
24903,0,3660,0
24904,24,209,3
24905,0,334,0
24906,2,501,0
24907,0,197,0
24908,0,8109,0
24909,66,623,2
24910,0,622,1
24911,0,408,0
24912,29,208,3
24913,0,246,0
24914,0,3046,0
24915,2,315,0
25000,0,582,0
25001,0,1310,0
25002,0,725,0
25003,2,260,0
25004,0,233,0
25005,0,263,0
25006,7,635,2
25007,0,470,0
25008,0,205,0
25009,318,3566,17
25010,0,294,0
25011,113,3328,43
25012,0,247,0
25013,0,2351,0
25014,23,839,3
25015,0,535,1
25100,0,278,0
25101,22,309,12
25102,6,738,1
25103,0,266,0
25104,27736,39003,3670
25105,0,361,0
25106,0,175,0
25107,0,488,0
25108,0,312,0
25109,0,119,0
25110,0,889,0
25111,40,224,11
25112,0,370,0
25113,39,1101,7
25114,34,1263,8
25115,0,193,0
25200,0,3128,0
25201,22,1178,20
25202,3,593,1
25203,0,168,0
25204,0,198,0
25205,0,451,0
25206,0,541,2
25207,7,468,3
25208,0,174,0
25209,0,507,0
25210,0,446,0
25211,0,2045,0
25212,0,224,0
25213,1,290,1
25214,0,760,0
25215,0,668,0
25300,0,273,1
25301,403,1786,29
25302,0,209,0
25303,0,352,0
25304,61,195,29
25305,39,538,42
25306,0,151,0
25307,6,562,0
25308,26,1102,12
25309,0,638,0
25310,215,1555,65
25311,0,176,0
25312,0,416,0
25313,276,271,41
25314,60,353,9
25315,0,447,0
25400,0,1947,0
25401,323,1690,80
25402,0,169,0
25403,228,2674,119
25404,3,897,0
25405,0,422,0
25406,0,839,0
25407,0,873,0
25408,60,721,24
25409,0,1628,0
25410,0,175,0
25411,18,240,6
25412,0,341,0
25413,0,1119,0
25414,0,185,0
25415,0,148,0
25500,0,1089,0
25501,117,5942,29
25502,0,208,0
25503,707,17581,134
25504,0,400,0
25505,0,563,0
25506,0,195,0
25507,0,484,0
25508,27,328,8
25509,0,169,0
25510,0,275,0
25511,0,545,0
25512,18,672,22
25513,0,498,0
25514,0,472,0
25515,0,516,0
25600,13475,43174,812
25601,0,433,0
25602,0,161,0
25603,0,252,0
25604,8,823,2
25605,0,185,0
25606,31,449,17
25607,770,4529,141
25608,0,1193,0
25609,6,785,4
25610,0,296,0
25611,12,14169,2963
25612,0,323,0
25613,5,1395,4
25614,72,711,35
25615,0,355,0
25700,0,893,0
25701,143,1498,58
25702,0,240,0
25703,0,135,0
25704,23,1080,8
25705,0,2323,0
25706,70,17377,7
25707,856,3686,64
25708,32,2428,7
25709,0,817,0
25710,10,561,2
25711,0,875,0
25712,0,522,0
25713,0,916,0
25714,0,243,0
25715,0,180,0
25800,1485,9090,579
25801,8,279,4
25802,32,386,9
25803,0,151,0
25804,0,2207,0
25805,0,321,0
25806,4,1056,4
25807,13,2617,11
25808,42,2261,42
25809,0,283,0
25810,0,496,0
25811,0,174,0
25812,0,420,0
25813,0,471,0
25814,0,412,0
25815,0,143,0
25900,0,269,0
25901,0,177,0
25902,0,419,0
25903,20,4332,9
25904,0,1237,0
25905,0,508,1
25906,0,5890,0
25907,0,558,2
25908,0,262,0
25909,0,419,0
25910,41,1725,5
25911,0,408,0
25912,1024,7572,534
25913,2,261,1
25914,5,144,3
25915,5,274,0
26000,0,422,0
26001,1,3282,2
26002,0,1571,0
26003,0,438,0
26004,0,223,0
26005,0,458,0
26006,3,463,0
26007,433,7429,81
26008,5,3873,6
26009,0,424,0
26010,32,948,16
26011,40,1623,4
26012,1,235,0
26013,0,453,0
26014,0,288,0
26015,4,890,3
26100,0,198,0
26101,0,429,0
26102,11,439,4
26103,0,367,0
26104,3,386,2
26105,6,1051,1
26106,1,1813,0
26107,0,1292,0
26108,0,82,0
26109,0,203,0
26110,71,201,0
26111,16,814,10
26112,0,630,0
26113,39,708,15
26114,6,371,0
26115,0,1106,0
26200,0,4380,0
26201,0,331,0
26202,0,175,0
26203,6968,91694,1277
26204,58,937,10
26205,0,403,0
26206,0,1009,0
26207,0,518,0
26208,0,638,0
26209,0,185,0
26210,87,2204,40
26211,81,1623,29
26212,0,438,0
26213,0,273,0
26214,22,522,1
26215,4,470,4
26300,218,572,4
26301,0,132,0
26302,0,405,0
26303,6,567,0
26304,0,349,0
26305,18,474,1
26306,0,453,1
26307,0,263,0
26308,0,1785,0
26309,6,288,3
26310,0,625,1
26311,0,335,0
26312,0,389,0
26313,17,551,38
26314,0,881,0
26315,0,1871,0
26400,0,201,0
26401,4,902,1
26402,0,658,6
26403,0,260,0
26404,1,456,2
26405,0,475,0
26406,399,1527,28
26407,23,829,9
26408,0,196,0
26409,0,382,0
26410,0,459,0
26411,0,710,0
26412,0,1832,0
26413,0,267,0
26414,1,284,0
26415,0,6645,0
26500,0,488,0
26501,0,302,0
26502,0,606,0
26503,0,201,0
26504,59,431,12
26505,12,440,1
26506,23,648,21
26507,0,467,0
26508,52,528,11
26509,0,382,0
26510,0,374,0
26511,0,459,0
26512,0,212,0
26513,0,359,0
26514,0,177,0
26515,0,1129,0
26600,2,1398,6
26601,0,366,0
26602,84,1874,16
26603,0,675,2
26604,0,758,0
26605,0,1392,0
26606,0,299,0
26607,0,1020,0
26608,44,1211,10
26609,0,464,0
26610,7,2542,28
26611,0,235,0
26612,0,1987,0
26613,3,395,3
26614,0,292,0
26615,0,2245,8
26700,1778,21385,1317
26701,0,142,0
26702,9,348,3
26703,6,2418,9
26704,0,552,0
26705,2585,30942,1150
26706,6,614,0
26707,0,601,0
26708,73,338,3
26709,75,714,24
26710,0,249,0
26711,0,299,0
26712,0,595,0
26713,21,276,4
26714,0,171,0
26715,876,1696,149
26800,0,289,0
26801,0,16545,0
26802,0,291,0
26803,33,1118,45
26804,0,3432,2
26805,0,5148,0
26806,0,494,0
26807,322,871,26
26808,0,939,0
26809,0,268,0
26810,0,1553,0
26811,4,806,13
26812,0,905,0
26813,0,666,0
26814,910,3241,83
26815,0,441,0
26900,77,2844,9
26901,0,287,0
26902,0,498,0
26903,0,163,0
26904,0,756,0
26905,40,3296,15
26906,0,1014,0
26907,163,2869,19
26908,38,843,5
26909,1478,7467,1100
26910,0,334,0
26911,0,2546,0
26912,2,719,1
26913,4,947,47
26914,0,192,0
26915,1,322,1
27000,0,892,0
27001,9,443,4
27002,31,527,7
27003,2,287,1
27004,0,576,0
27005,21,834,0
27006,0,281,0
27007,0,539,0
27008,12,438,1
27009,0,242,0
27010,3,958,2
27011,34,2899,16
27012,142,3423,156
27013,0,420,0
27014,0,476,0
27015,0,266,0
27100,217,3722,30
27101,0,1367,0
27102,569,3094,338
27103,0,387,0
27104,0,638,0
27105,135,2332,11
27106,0,245,0
27107,11,793,12
27108,4,3492,53
27109,0,551,0
27110,0,290,0
27111,18,1923,1
27112,0,193,0
27113,49,585,5
27114,0,699,0
27115,0,4774,0
27200,0,192,0
27201,9,164,3
27202,0,171,0
27203,0,244,0
27204,16,399,1
27205,79,603,4
27206,7,527,3
27207,2,1784,1
27208,0,1068,0
27209,134,515,63
27210,192,889,74
27211,316,1561,2
27212,0,2277,4
27213,37,597,12
27214,175,683,3
27215,98,560,40
27300,13,3045,5
27301,0,243,0
27302,0,2122,0
27303,0,670,0
27304,0,1240,0
27305,0,77,0
27306,13,423,2
27307,0,3093,0
27308,5,377,2
27309,0,222,0
27310,0,389,0
27311,0,431,0
27312,0,283,0
27313,0,411,0
27314,0,338,0
27315,0,195,0
27400,1,236,0
27401,0,171,0
27402,0,229,0
27403,0,435,0
27404,0,129,0
27405,55,239,6
27406,0,633,1
27407,171,950,24
27408,0,164,0
27409,0,239,0
27410,0,467,0
27411,0,669,0
27412,0,289,0
27413,0,190,0
27414,0,603,0
27415,112,4237,52
27500,572,1042,36
27501,0,301,0
27502,348,4645,180
27503,0,2861,0
27504,0,669,0
27505,0,293,0
27506,20,2276,12
27507,0,1993,0
27508,169,6067,45
27509,0,146,0
27510,0,445,0
27511,0,346,0
27512,0,2790,0
27513,0,407,0
27514,0,201,0
27515,0,5920,0
27600,0,428,0
27601,303,8852,312
27602,130,276,1
27603,31,1596,9
27604,6,361,2
27605,0,302,0
27606,0,135,0
27607,29,586,7
27608,0,697,0
27609,0,151,0
27610,0,232,0
27611,0,443,0
27612,0,439,0
27613,0,599,0
27614,133,3694,16
27615,2,256,0
27700,17,780,11
27701,0,327,0
27702,0,691,0
27703,0,733,0
27704,1,335,0
27705,0,145,0
27706,0,653,0
27707,43,519,6
27708,12,319,6
27709,0,420,0
27710,983,20609,202
27711,0,323,0
27712,640,10066,126
27713,0,199,0
27714,10,570,7
27715,16,3216,655
27800,214,976,6
27801,5,367,5
27802,0,297,0
27803,0,375,0
27804,25,660,3
27805,13,798,5
27806,3,487,8
27807,0,200,0
27808,58,907,25
27809,0,181,0
27810,147,1295,232
27811,215,2272,4
27812,30,1177,29
27813,0,286,3
27814,22,90,3
27815,0,367,0
27900,14,872,5
27901,0,1013,0
27902,0,244,0
27903,0,193,0
27904,3,481,1
27905,469,2633,98
27906,0,348,0
27907,45,618,11
27908,0,1636,0
27909,0,735,0
27910,0,332,0
27911,52,762,1
27912,401,12023,91
27913,0,416,0
27914,161,3057,12
27915,0,520,0
28000,0,176,0
28001,0,724,0
28002,44,4250,9
28003,0,9363,0
28004,0,432,0
28005,0,381,0
28006,0,293,0
28007,0,390,0
28008,0,327,0
28009,0,191,0
28010,0,219,0
28011,23,484,7
28012,0,504,0
28013,43,6210,16
28014,229,528,58
28015,0,292,0
28100,3,462,49
28101,0,304,0
28102,47,670,17
28103,4,374,1
28104,0,534,0
28105,0,275,0
28106,0,328,0
28107,0,678,0
28108,0,188,0
28109,215,161,19
28110,48,5023,11
28111,0,190,0
28112,4,908,1
28113,0,396,0
28114,14,165,0
28115,0,1044,0
28200,0,312,0
28201,0,460,0
28202,3390,438,15
28203,0,186,0
28204,0,605,0
28205,0,179,0
28206,0,169,0
28207,0,291,0
28208,0,384,1
28209,124,4446,14
28210,0,227,0
28211,83,1306,9
28212,25,14553,93
28213,0,266,0
28214,0,1142,0
28215,3,342,0
28300,0,317,0
28301,1,314,0
28302,31,772,5
28303,0,248,0
28304,0,1669,0
28305,0,223,0
28306,0,136,0
28307,91,1227,62
28308,0,1088,0
28309,0,624,0
28310,0,364,0
28311,0,263,0
28312,0,146,0
28313,0,165,0
28314,0,393,0
28315,0,229,0
28400,0,298,0
28401,0,300,0
28402,0,4250,9
28403,16,292,4
28404,0,315,0
28405,0,175,0
28406,52,387,3
28407,45,4643,5
28408,79,293,9
28409,0,166,0
28410,3,1044,0
28411,0,254,0
28412,1,233,0
28413,0,231,0
28414,16,375,2
28415,0,393,0
28500,0,385,0
28501,0,558,0
28502,0,242,0
28503,0,130,0
28504,48,369,19
28505,0,304,1
28506,104,1179,27
28507,1,300,3
28508,7,2496,0
28509,0,856,0
28510,0,362,0
28511,0,224,0
28512,0,2849,0
28513,0,1034,0
28514,1,843,13
28515,0,1761,0
28600,0,284,0
28601,0,226,0
28602,22,525,18
28603,0,321,0
28604,23,3344,21
28605,0,246,0
28606,0,948,0
28607,1063,956,215
28608,1,827,1
28609,0,311,2
28610,39,2543,0
28611,0,326,0
28612,11,508,8
28613,1,355,11
28614,0,344,0
28615,2,200,1
28700,0,636,0
28701,0,237,2
28702,0,282,0
28703,4,242,2
28704,22,926,8
28705,29,375,18
28706,0,367,0
28707,0,256,0
28708,0,1235,0
28709,0,207,0
28710,1,413,0
28711,5,383,4
28712,0,298,1
28713,282,4850,37
28714,0,680,0
28715,0,273,0
28800,1,591,4
28801,0,406,0
28802,0,235,0
28803,0,410,0
28804,0,306,1
28805,0,197,0
28806,0,884,0
28807,0,476,0
28808,0,322,0
28809,0,7687,0
